2772.39-0	2763.39-1	2792.5-2	2774.64-3	2813.85-4	2765.18-5	2720.73-6	2796.1-7	2802.53-8	2764.8-9
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
280.0	280.0	2.0	2.0	280.0	2.0	280.0	2.0	2.0	2.0
3.0	3.0	242.0	242.0	2.0	243.0	2.0	242.0	242.0	242.0
279.0	279.0	243.0	243.0	242.0	242.0	242.0	243.0	243.0	243.0
278.0	278.0	241.0	241.0	243.0	241.0	243.0	241.0	244.0	241.0
277.0	248.0	244.0	240.0	244.0	244.0	244.0	240.0	241.0	244.0
4.0	247.0	247.0	239.0	241.0	245.0	241.0	239.0	240.0	245.0
5.0	250.0	245.0	238.0	240.0	240.0	240.0	238.0	245.0	240.0
6.0	249.0	240.0	231.0	239.0	239.0	239.0	237.0	246.0	239.0
7.0	256.0	239.0	246.0	238.0	246.0	238.0	236.0	239.0	246.0
9.0	255.0	246.0	245.0	237.0	231.0	237.0	235.0	238.0	231.0
8.0	252.0	231.0	244.0	236.0	238.0	236.0	234.0	231.0	238.0
10.0	209.0	238.0	247.0	235.0	237.0	235.0	233.0	232.0	237.0
11.0	208.0	237.0	250.0	234.0	232.0	234.0	232.0	237.0	236.0
12.0	253.0	236.0	248.0	233.0	233.0	233.0	231.0	236.0	235.0
15.0	254.0	235.0	249.0	232.0	236.0	232.0	246.0	235.0	234.0
13.0	257.0	234.0	256.0	229.0	235.0	231.0	245.0	234.0	233.0
14.0	258.0	233.0	255.0	228.0	234.0	246.0	244.0	233.0	232.0
24.0	259.0	232.0	252.0	227.0	227.0	245.0	247.0	227.0	229.0
23.0	260.0	229.0	253.0	226.0	226.0	247.0	248.0	226.0	228.0
25.0	261.0	228.0	254.0	225.0	225.0	248.0	249.0	225.0	227.0
22.0	262.0	227.0	257.0	224.0	224.0	278.0	256.0	224.0	226.0
26.0	263.0	226.0	258.0	223.0	223.0	279.0	257.0	223.0	225.0
27.0	264.0	225.0	259.0	222.0	222.0	3.0	258.0	219.0	224.0
28.0	265.0	224.0	262.0	221.0	221.0	4.0	259.0	222.0	223.0
29.0	266.0	223.0	263.0	220.0	220.0	277.0	260.0	221.0	222.0
30.0	140.0	219.0	264.0	219.0	219.0	276.0	261.0	220.0	221.0
31.0	141.0	222.0	265.0	218.0	218.0	275.0	262.0	217.0	220.0
32.0	148.0	221.0	266.0	217.0	217.0	274.0	263.0	218.0	219.0
33.0	147.0	220.0	140.0	216.0	216.0	273.0	264.0	215.0	218.0
34.0	142.0	217.0	139.0	215.0	215.0	272.0	254.0	216.0	217.0
35.0	143.0	218.0	138.0	214.0	214.0	271.0	253.0	213.0	216.0
36.0	146.0	215.0	137.0	213.0	213.0	16.0	208.0	214.0	215.0
37.0	179.0	216.0	267.0	204.0	212.0	17.0	209.0	228.0	214.0
50.0	180.0	213.0	268.0	205.0	207.0	18.0	252.0	229.0	213.0
51.0	181.0	214.0	269.0	206.0	206.0	19.0	255.0	230.0	212.0
