3314.43-0	3284.93-1	3425.6-2	3427.34-3	3466.47-4	3318.6-5	3441.57-6	3377.06-7	3484.13-8	3424.71-9
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2.0	3.0	2.0	2.0	2.0	280.0	280.0	280.0	2.0	280.0
280.0	279.0	242.0	242.0	280.0	3.0	243.0	2.0	243.0	2.0
3.0	278.0	243.0	248.0	279.0	5.0	248.0	242.0	242.0	243.0
4.0	277.0	248.0	249.0	278.0	6.0	249.0	243.0	241.0	242.0
277.0	275.0	249.0	255.0	257.0	9.0	278.0	241.0	244.0	241.0
6.0	274.0	255.0	209.0	255.0	275.0	3.0	245.0	245.0	240.0
276.0	273.0	252.0	210.0	254.0	274.0	279.0	240.0	247.0	245.0
275.0	9.0	256.0	207.0	256.0	273.0	4.0	244.0	250.0	244.0
274.0	276.0	257.0	206.0	259.0	13.0	277.0	279.0	248.0	247.0
273.0	4.0	254.0	208.0	260.0	12.0	5.0	3.0	249.0	250.0
16.0	5.0	253.0	253.0	258.0	11.0	6.0	277.0	254.0	251.0
271.0	6.0	209.0	252.0	264.0	10.0	276.0	6.0	263.0	230.0
272.0	7.0	229.0	254.0	263.0	8.0	275.0	7.0	262.0	229.0
260.0	8.0	228.0	257.0	262.0	7.0	9.0	10.0	261.0	211.0
278.0	10.0	227.0	256.0	261.0	276.0	274.0	11.0	260.0	225.0
279.0	11.0	234.0	258.0	16.0	277.0	273.0	8.0	259.0	223.0
248.0	12.0	235.0	260.0	271.0	4.0	272.0	9.0	258.0	224.0
244.0	13.0	236.0	261.0	272.0	279.0	271.0	276.0	257.0	226.0
241.0	15.0	233.0	262.0	273.0	278.0	16.0	275.0	256.0	234.0
242.0	14.0	226.0	263.0	274.0	248.0	10.0	274.0	255.0	233.0
243.0	16.0	225.0	264.0	275.0	249.0	8.0	273.0	253.0	235.0
245.0	271.0	224.0	259.0	9.0	251.0	7.0	261.0	208.0	236.0
247.0	272.0	223.0	278.0	8.0	230.0	11.0	260.0	207.0	237.0
246.0	261.0	222.0	279.0	7.0	255.0	12.0	259.0	206.0	238.0
240.0	260.0	219.0	3.0	276.0	252.0	15.0	258.0	205.0	239.0
239.0	259.0	221.0	5.0	277.0	209.0	13.0	254.0	204.0	246.0
238.0	258.0	220.0	4.0	4.0	210.0	14.0	253.0	143.0	231.0
231.0	257.0	217.0	6.0	5.0	208.0	24.0	208.0	142.0	232.0
232.0	254.0	218.0	277.0	6.0	253.0	23.0	209.0	141.0	228.0
233.0	256.0	215.0	276.0	10.0	254.0	26.0	252.0	266.0	227.0
237.0	255.0	214.0	9.0	11.0	256.0	27.0	255.0	267.0	212.0
236.0	253.0	216.0	7.0	12.0	257.0	28.0	256.0	264.0	213.0
235.0	252.0	203.0	8.0	13.0	258.0	29.0	257.0	265.0	214.0
234.0	209.0	202.0	10.0	14.0	260.0	33.0	262.0	140.0	215.0
226.0	208.0	200.0	11.0	15.0	261.0	32.0	263.0	148.0	218.0
227.0	206.0	144.0	12.0	24.0	259.0	31.0	264.0	149.0	217.0
228.0	205.0	145.0	15.0	23.0	262.0	34.0	206.0	150.0	220.0
230.0	204.0	199.0	13.0	25.0	263.0	36.0	205.0	178.0	221.0
229.0	203.0	198.0	17.0	22.0	264.0	37.0	204.0	151.0	222.0
251.0	202.0	197.0	132.0	26.0	265.0	50.0	203.0	177.0	219.0
211.0	201.0	193.0	133.0	133.0	136.0	51.0	143.0	176.0	216.0
214.0	199.0	185.0	18.0	134.0	135.0	52.0	145.0	183.0	202.0
215.0	145.0	184.0	19.0	270.0	134.0	49.0	144.0	182.0	201.0
217.0	144.0	183.0	20.0	17.0	270.0	48.0	200.0	180.0	196.0
220.0	143.0	182.0	130.0	18.0	269.0	47.0	202.0	179.0	195.0
218.0	142.0	181.0	129.0	132.0	268.0	46.0	201.0	181.0	194.0
225.0	141.0	180.0	154.0	131.0	266.0	42.0	198.0	159.0	192.0
224.0	140.0	179.0	157.0	19.0	267.0	41.0	199.0	158.0	190.0
223.0	138.0	150.0	158.0	20.0	137.0	40.0	180.0	119.0	191.0
219.0	150.0	178.0	151.0	130.0	138.0	39.0	181.0	122.0	186.0
222.0	119.0	152.0	152.0	155.0	139.0	35.0	176.0	121.0	187.0
221.0	157.0	151.0	156.0	153.0	148.0	38.0	177.0	120.0	189.0
201.0	158.0	177.0	153.0	156.0	147.0	53.0	178.0	157.0	188.0
200.0	159.0	176.0	155.0	154.0	143.0	54.0	151.0	152.0	171.0
198.0	160.0	160.0	131.0	129.0	142.0	55.0	152.0	156.0	172.0
196.0	175.0	175.0	21.0	127.0	141.0	45.0	156.0	153.0	170.0
197.0	161.0	161.0	128.0	128.0	140.0	56.0	153.0	155.0	103.0
195.0	162.0	163.0	127.0	21.0	149.0	44.0	155.0	154.0	102.0
194.0	183.0	162.0	126.0	27.0	150.0	57.0	132.0	129.0	169.0
192.0	182.0	159.0	125.0	28.0	178.0	58.0	20.0	127.0	168.0
191.0	181.0	158.0	124.0	29.0	179.0	69.0	130.0	128.0	167.0
186.0	180.0	157.0	123.0	126.0	180.0	68.0	131.0	130.0	101.0
185.0	176.0	119.0	122.0	123.0	181.0	71.0	21.0	131.0	100.0
184.0	177.0	156.0	121.0	124.0	176.0	72.0	128.0	21.0	99.0
161.0	178.0	153.0	120.0	125.0	177.0	73.0	129.0	20.0	98.0
175.0	179.0	127.0	119.0	30.0	159.0	74.0	154.0	132.0	97.0
160.0	146.0	154.0	114.0	31.0	157.0	75.0	123.0	18.0	96.0
162.0	147.0	155.0	111.0	32.0	119.0	76.0	122.0	19.0	95.0
163.0	148.0	122.0	108.0	33.0	120.0	77.0	121.0	17.0	94.0
164.0	139.0	123.0	104.0	34.0	123.0	78.0	41.0	16.0	93.0
165.0	149.0	124.0	103.0	35.0	122.0	79.0	42.0	271.0	79.0
166.0	137.0	125.0	105.0	39.0	121.0	81.0	43.0	270.0	81.0
167.0	135.0	126.0	107.0	36.0	124.0	80.0	120.0	269.0	80.0
172.0	136.0	30.0	106.0	37.0	126.0	99.0	119.0	135.0	92.0
171.0	268.0	36.0	171.0	38.0	127.0	100.0	157.0	133.0	91.0
170.0	267.0	37.0	170.0	49.0	128.0	101.0	158.0	134.0	90.0
169.0	266.0	50.0	172.0	50.0	29.0	169.0	159.0	268.0	109.0
168.0	265.0	51.0	163.0	51.0	30.0	168.0	160.0	136.0	88.0
100.0	264.0	52.0	164.0	53.0	125.0	167.0	175.0	137.0	83.0
92.0	263.0	49.0	165.0	48.0	31.0	172.0	161.0	138.0	84.0
93.0	262.0	48.0	187.0	52.0	33.0	171.0	162.0	139.0	87.0
98.0	269.0	38.0	186.0	47.0	32.0	166.0	163.0	147.0	86.0
99.0	270.0	39.0	185.0	54.0	28.0	164.0	164.0	146.0	65.0
101.0	134.0	35.0	162.0	55.0	27.0	165.0	165.0	144.0	85.0
102.0	133.0	34.0	161.0	46.0	26.0	188.0	166.0	145.0	66.0
103.0	132.0	33.0	175.0	40.0	25.0	189.0	167.0	199.0	64.0
108.0	17.0	32.0	160.0	41.0	22.0	190.0	168.0	198.0	63.0
110.0	18.0	31.0	159.0	42.0	23.0	191.0	169.0	196.0	59.0
109.0	19.0	29.0	174.0	43.0	24.0	193.0	170.0	197.0	44.0
89.0	20.0	28.0	173.0	60.0	14.0	197.0	172.0	193.0	62.0
81.0	131.0	27.0	166.0	61.0	15.0	195.0	171.0	186.0	117.0
79.0	130.0	26.0	167.0	44.0	272.0	196.0	106.0	187.0	115.0
80.0	129.0	22.0	168.0	45.0	271.0	200.0	173.0	184.0	114.0
91.0	128.0	25.0	169.0	56.0	16.0	199.0	174.0	185.0	113.0
94.0	21.0	23.0	102.0	57.0	17.0	204.0	107.0	192.0	116.0
97.0	22.0	24.0	101.0	68.0	18.0	203.0	105.0	194.0	118.0
95.0	25.0	14.0	100.0	69.0	133.0	202.0	104.0	195.0	61.0
96.0	24.0	15.0	99.0	67.0	132.0	201.0	103.0	218.0	60.0
78.0	23.0	13.0	98.0	70.0	131.0	198.0	99.0	222.0	43.0
77.0	26.0	12.0	93.0	71.0	19.0	194.0	100.0	221.0	42.0
75.0	27.0	11.0	92.0	72.0	20.0	192.0	101.0	220.0	41.0
76.0	28.0	16.0	91.0	75.0	21.0	186.0	102.0	219.0	40.0
74.0	32.0	17.0	90.0	73.0	130.0	187.0	92.0	223.0	39.0
73.0	31.0	18.0	80.0	74.0	129.0	185.0	91.0	224.0	37.0
72.0	29.0	135.0	94.0	76.0	154.0	184.0	80.0	225.0	35.0
71.0	126.0	134.0	97.0	83.0	155.0	182.0	94.0	235.0	36.0
66.0	127.0	133.0	96.0	87.0	153.0	181.0	95.0	234.0	38.0
65.0	155.0	132.0	95.0	86.0	156.0	176.0	96.0	233.0	48.0
